side_prompt_id,side_task,side_topic,side_observed_condition,side_top1_before,side_top1_after,side_top1_changed,side_target_id,side_target_correct_before,side_target_correct_after,side_target_correct_changed,side_target_prob_drop,side_candidate_kl,side_top10_jaccard,side_entropy_delta,side_abs_entropy_delta,model,prompt_id,layer,subspace_family,subspace_k,rep
22,factual_deep,capital,error,1998,2762,1,4068.0,0,0,0,-0.0020366782642389524,1.9626705649082317,0.05263157894736842,-2.090541872784864,2.090541872784864,google/bert_uncased_L-2_H-128_A-2,13,1,delta_pca,8,0
21,ambiguous_open,polysemy,ambiguous,1012,5520,1,,0,0,0,,0.28004718582095245,0.17647058823529413,-0.25875349695422,0.25875349695422,google/bert_uncased_L-2_H-128_A-2,13,1,delta_pca,8,0
15,ambiguous_open,open,ambiguous,1000,1000,0,,0,0,0,,0.30726411739639603,0.3333333333333333,-0.4226050710504241,0.4226050710504241,google/bert_uncased_L-2_H-128_A-2,13,1,delta_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2001,2001,0,,0,0,0,,0.31586325781786007,0.25,-0.6438771684967031,0.6438771684967031,google/bert_uncased_L-2_H-128_A-2,13,1,delta_pca,8,0
5,factual_simple,lexical,error,1012,2605,1,2053.0,0,0,0,7.865446377342466e-05,0.28121624102000453,0.3333333333333333,0.04690902526177254,0.04690902526177254,google/bert_uncased_L-2_H-128_A-2,13,1,delta_pca,8,0
17,factual_simple,role,error,1012,2605,1,10026.0,0,0,0,0.0005229635606938271,0.41503479903549284,0.3333333333333333,-0.1028719606812798,0.1028719606812798,google/bert_uncased_L-2_H-128_A-2,13,1,delta_pca,8,0
2,factual_simple,language,error,2003,1000,1,3009.0,0,0,0,0.007746857965618513,0.410963964053528,0.3333333333333333,-0.2617027516953754,0.2617027516953754,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
21,ambiguous_open,polysemy,ambiguous,1012,1000,1,,0,0,0,,0.539257407676654,0.42857142857142855,-0.2322423040713355,0.2322423040713355,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
1,factual_deep,continent,error,2003,1000,1,4021.0,0,0,0,0.001947277034961255,0.4770228342772095,0.42857142857142855,-0.2618087224562031,0.2618087224562031,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
17,factual_simple,role,error,1012,1000,1,10026.0,0,0,0,8.356969074642422e-05,0.5370151075379102,0.42857142857142855,-0.2045785557048294,0.2045785557048294,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
10,factual_deep,role,error,1012,1000,1,4062.0,0,0,0,-0.0005454023555404917,0.7168374700330532,0.42857142857142855,-0.1583197998071717,0.1583197998071717,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
18,ambiguous_open,role,ambiguous,1998,1000,1,,0,0,0,,0.5021109143570445,0.5384615384615384,-0.1835959789626762,0.1835959789626762,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
8,factual_simple,capital,error,2003,4701,1,8947.0,0,0,0,-0.01104762577109086,0.3832504177902326,0.42857142857142855,-0.0886829459541505,0.0886829459541505,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
23,factual_simple,common,error,1012,1000,1,2630.0,0,0,0,-0.002752049101828493,0.5175701213666986,0.42857142857142855,-0.08616879923539278,0.08616879923539278,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
11,factual_simple,science,error,2003,1000,1,13035.0,0,0,0,-4.694442598740197e-05,0.4100205610963581,0.42857142857142855,-0.06378333981965678,0.06378333981965678,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
9,ambiguous_open,open,ambiguous,1998,2056,1,,0,0,0,,0.5242809253938673,0.42857142857142855,-0.036816556417848645,0.036816556417848645,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,-0.0010028924568737498,0.35685152075146426,0.42857142857142855,-0.09576279863612136,0.09576279863612136,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
22,factual_deep,capital,error,1998,1000,1,4068.0,0,0,0,-4.832598767885721e-05,0.4590833789656459,0.5384615384615384,-0.08178252181184709,0.08178252181184709,google/bert_uncased_L-2_H-128_A-2,13,1,random,8,0
6,ambiguous_open,polysemy,ambiguous,2001,2001,0,,0,0,0,,0.3341422960284004,0.3333333333333333,-0.6251193314158114,0.6251193314158114,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
11,factual_simple,science,error,2003,1998,1,13035.0,0,0,0,-0.0014364594116715794,0.5007370544583031,0.3333333333333333,-0.09832898112517618,0.09832898112517618,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
17,factual_simple,role,error,1012,1010,1,10026.0,0,0,0,0.0005092568836554327,0.5282708117729403,0.42857142857142855,-0.14074277777730426,0.14074277777730426,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
23,factual_simple,common,error,1012,1996,1,2630.0,0,0,0,0.0014304798182487644,0.35926978099106,0.42857142857142855,-0.15645812671255355,0.15645812671255355,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
0,ambiguous_open,open,ambiguous,1998,2605,1,,0,0,0,,0.4091199033575844,0.17647058823529413,-0.3195182530745404,0.3195182530745404,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
16,factual_deep,currency,error,1998,2605,1,9944.0,0,0,0,-1.492862484012516e-05,1.5122801681514595,0.0,-1.1272329103476157,1.1272329103476157,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
13,factual_deep,math,error,1012,1010,1,2093.0,0,0,0,-0.0025455325158038177,0.4255543916405596,0.42857142857142855,-0.0693218683506549,0.0693218683506549,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
15,ambiguous_open,open,ambiguous,1000,1000,0,,0,0,0,,0.37008139882894087,0.5384615384615384,-0.42727710455829904,0.42727710455829904,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
3,ambiguous_open,open,ambiguous,1998,2001,1,,0,0,0,,0.34881990988492195,0.3333333333333333,-0.32639948667968,0.32639948667968,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
8,factual_simple,capital,error,2003,4701,1,8947.0,0,0,0,-0.0066010569679984385,1.7986693861068037,0.1111111111111111,-0.6793201211177866,0.6793201211177866,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
1,factual_deep,continent,error,2003,5483,1,4021.0,0,0,0,-5.395823507306193e-05,0.5535530604280832,0.05263157894736842,-0.10923357796285593,0.10923357796285593,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
18,ambiguous_open,role,ambiguous,1998,2001,1,,0,0,0,,0.34286719650949193,0.5384615384615384,-0.39952296342123406,0.39952296342123406,google/bert_uncased_L-2_H-128_A-2,14,1,state_pca,8,0
15,ambiguous_open,open,ambiguous,1000,2001,1,,0,0,0,,0.36019171259900146,0.3333333333333333,-0.4505627917460364,0.4505627917460364,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
0,ambiguous_open,open,ambiguous,1998,2605,1,,0,0,0,,0.4745740713117879,0.1111111111111111,-0.371369504087145,0.371369504087145,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
22,factual_deep,capital,error,1998,2762,1,4068.0,0,0,0,-0.0020050331174443887,2.127585391052704,0.05263157894736842,-2.18471036977063,2.18471036977063,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
13,factual_deep,math,error,1012,2605,1,2093.0,0,0,0,-0.0015583076465488278,0.3041908858580029,0.42857142857142855,0.02209177573913168,0.02209177573913168,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
19,factual_deep,common,error,1012,2605,1,2452.0,0,0,0,-8.950190016429488e-05,0.6082163970327954,0.25,-0.1585785885499389,0.1585785885499389,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
23,factual_simple,common,error,1012,1998,1,2630.0,0,0,0,0.0032560233868564764,0.2928895587600029,0.3333333333333333,-0.11678670214915776,0.11678670214915776,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
10,factual_deep,role,error,1012,1998,1,4062.0,0,0,0,0.0003286098886083178,0.26897001724343506,0.3333333333333333,0.12174003861055827,0.12174003861055827,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
16,factual_deep,currency,error,1998,2605,1,9944.0,0,0,0,-1.3561668472614029e-05,2.143660631504967,0.0,-1.4710521362217897,1.4710521362217897,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,-0.0018942450667771647,2.270368931087199,0.17647058823529413,-1.4618604652931675,1.4618604652931675,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
11,factual_simple,science,error,2003,1998,1,13035.0,0,0,0,-0.0008647375818823138,0.31439039051750073,0.25,-0.014236541414579307,0.014236541414579307,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
3,ambiguous_open,open,ambiguous,1998,2605,1,,0,0,0,,0.3356065353211153,0.17647058823529413,-0.32829945631154356,0.32829945631154356,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
1,factual_deep,continent,error,2003,2605,1,4021.0,0,0,0,0.0005432433484363211,0.4217136906008583,0.0,-0.04700254761214406,0.04700254761214406,google/bert_uncased_L-2_H-128_A-2,14,1,delta_pca,8,0
10,factual_deep,role,error,1012,1000,1,4062.0,0,0,0,-0.0005956493553975568,0.5129653997499913,0.5384615384615384,-0.014984650006084621,0.014984650006084621,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
19,factual_deep,common,error,1012,1037,1,2452.0,0,0,0,8.707536651089177e-06,0.4136811413417928,0.5384615384615384,-0.09667459069786943,0.09667459069786943,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
4,factual_deep,animal_class,error,1012,1000,1,25476.0,0,0,0,7.372587621848396e-05,0.4942372512758398,0.5384615384615384,-0.6348296770680024,0.6348296770680024,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
9,ambiguous_open,open,ambiguous,1998,2056,1,,0,0,0,,0.376402939436935,0.5384615384615384,0.03288516136005537,0.03288516136005537,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
16,factual_deep,currency,error,1998,1000,1,9944.0,0,0,0,6.5568855155502325e-06,0.34905888353443615,0.42857142857142855,-0.2183244839043592,0.2183244839043592,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
2,factual_simple,language,error,2003,1000,1,3009.0,0,0,0,0.0062900842982747725,0.2856412554008982,0.3333333333333333,-0.14035569296683903,0.14035569296683903,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
5,factual_simple,lexical,error,1012,1037,1,2053.0,0,0,0,-0.0030809432331974284,0.3859153205406963,0.42857142857142855,-0.04097198905397592,0.04097198905397592,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,-0.0012864967271311407,0.26117496241498694,0.5384615384615384,-0.057230768703858015,0.057230768703858015,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
15,ambiguous_open,open,ambiguous,1000,1000,0,,0,0,0,,0.4202600558813482,0.5384615384615384,-0.4823680013513041,0.4823680013513041,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
21,ambiguous_open,polysemy,ambiguous,1012,1996,1,,0,0,0,,0.3867912019290586,0.42857142857142855,-0.13776224001379322,0.13776224001379322,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
22,factual_deep,capital,error,1998,1000,1,4068.0,0,0,0,-0.0001114354893811168,0.3166549987366683,0.6666666666666666,0.005124556213216724,0.005124556213216724,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
11,factual_simple,science,error,2003,2003,0,13035.0,0,0,0,-5.349674092832685e-05,0.2769981344554275,0.42857142857142855,0.011296105763036746,0.011296105763036746,google/bert_uncased_L-2_H-128_A-2,14,1,random,8,0
3,ambiguous_open,open,ambiguous,1998,2605,1,,0,0,0,,0.35740254006542266,0.05263157894736842,-0.33954801882985564,0.33954801882985564,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
13,factual_deep,math,error,1012,2003,1,2093.0,0,0,0,0.0005239781938137162,0.24972341159053119,0.25,-0.19396006326800208,0.19396006326800208,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
14,factual_simple,math,error,1012,5118,1,2093.0,0,0,0,0.0010354048433317776,0.22274070728960343,0.0,-0.10138629606799432,0.10138629606799432,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
11,factual_simple,science,error,2003,2003,0,13035.0,0,0,0,9.37428250465168e-05,0.26045701442321406,0.05263157894736842,-0.28333325325580505,0.28333325325580505,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
10,factual_deep,role,error,1012,2004,1,4062.0,0,0,0,0.0006716763728919287,0.2944158306396366,0.3333333333333333,0.03581229567147037,0.03581229567147037,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
22,factual_deep,capital,error,1998,2762,1,4068.0,0,0,0,0.0007338324802335325,1.9937299420753716,0.05263157894736842,-1.9077472469565637,1.9077472469565637,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
1,factual_deep,continent,error,2003,4380,1,4021.0,0,0,0,-0.003359609995450912,1.6471140643940165,0.0,-0.824159032677287,0.824159032677287,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
5,factual_simple,lexical,error,1012,2003,1,2053.0,0,0,0,0.0011482756377534464,0.3165455388478142,0.25,-0.36032814731737606,0.36032814731737606,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
0,ambiguous_open,open,ambiguous,1998,2605,1,,0,0,0,,0.39662840709898667,0.0,-0.18247146531726788,0.18247146531726788,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
7,factual_deep,antonym,error,1012,2605,1,2157.0,0,0,0,0.0006114279412609229,0.24341968034626071,0.05263157894736842,-0.1737016396787583,0.1737016396787583,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
8,factual_simple,capital,error,2003,4701,1,8947.0,0,0,0,0.004050119792125166,2.536995097944818,0.05263157894736842,-0.8927713446372905,0.8927713446372905,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
23,factual_simple,common,error,1012,2003,1,2630.0,0,0,0,0.0037560026160316615,0.2931992883134076,0.42857142857142855,-0.1739554983467988,0.1739554983467988,google/bert_uncased_L-2_H-128_A-2,16,1,state_pca,8,0
22,factual_deep,capital,error,1998,2762,1,4068.0,0,0,0,0.0005394089840441564,2.350407786117199,0.05263157894736842,-2.1933627685624533,2.1933627685624533,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
18,ambiguous_open,role,ambiguous,1998,1998,0,,0,0,0,,0.24473295438022133,0.25,-0.20931812772836667,0.20931812772836667,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
21,ambiguous_open,polysemy,ambiguous,1012,2762,1,,0,0,0,,0.21362956575785402,0.0,-0.21155545091385353,0.21155545091385353,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
4,factual_deep,animal_class,error,1012,4380,1,25476.0,0,0,0,3.6855448701280604e-05,0.25494873730369105,0.0,0.030154205855535743,0.030154205855535743,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
19,factual_deep,common,error,1012,4380,1,2452.0,0,0,0,-0.00031703891920296674,0.24005783482187487,0.05263157894736842,-0.06969574351491481,0.06969574351491481,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
20,factual_simple,capital,error,2605,2762,1,3000.0,0,0,0,0.004339309763474485,2.4188035970840254,0.1111111111111111,-0.8468237735027104,0.8468237735027104,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
1,factual_deep,continent,error,2003,4380,1,4021.0,0,0,0,-0.003509446365969216,1.8376492006219713,0.0,-0.9417898164294813,0.9417898164294813,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
15,ambiguous_open,open,ambiguous,1000,2762,1,,0,0,0,,0.3048746315756343,0.25,-0.20103472858205818,0.20103472858205818,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
3,ambiguous_open,open,ambiguous,1998,2762,1,,0,0,0,,0.31930781057105373,0.05263157894736842,-0.33742606088002436,0.33742606088002436,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
2,factual_simple,language,error,2003,3577,1,3009.0,0,0,0,0.00858334574404571,2.4173529292858436,0.0,-1.2097110117625656,1.2097110117625656,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
12,ambiguous_open,open,ambiguous,1012,2762,1,,0,0,0,,0.2674650477264028,0.0,-0.11643208709791253,0.11643208709791253,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
0,ambiguous_open,open,ambiguous,1998,2762,1,,0,0,0,,0.31604361293927685,0.0,-0.19542562866232105,0.19542562866232105,google/bert_uncased_L-2_H-128_A-2,16,1,delta_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2001,1000,1,,0,0,0,,0.836862952082145,0.1111111111111111,-0.3874123175522004,0.3874123175522004,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
21,ambiguous_open,polysemy,ambiguous,1012,1000,1,,0,0,0,,0.9231975194044668,0.25,-0.6762764132285208,0.6762764132285208,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
11,factual_simple,science,error,2003,1000,1,13035.0,0,0,0,-2.157415058365078e-05,0.6212229224713238,0.25,-0.3620594435085378,0.3620594435085378,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
23,factual_simple,common,error,1012,1000,1,2630.0,0,0,0,0.003410933135268768,0.712599628072569,0.17647058823529413,-0.3397529014688696,0.3397529014688696,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
9,ambiguous_open,open,ambiguous,1998,1000,1,,0,0,0,,0.8489526323551977,0.17647058823529413,-0.28193785013566064,0.28193785013566064,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
12,ambiguous_open,open,ambiguous,1012,1000,1,,0,0,0,,1.099267297229487,0.17647058823529413,-0.9608891186582058,0.9608891186582058,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
15,ambiguous_open,open,ambiguous,1000,1000,0,,0,0,0,,0.9334610794378397,0.25,-1.1383300800941594,1.1383300800941594,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
10,factual_deep,role,error,1012,1000,1,4062.0,0,0,0,-2.4979563005200897e-05,0.9670889909846088,0.25,-0.4237255796426016,0.4237255796426016,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
2,factual_simple,language,error,2003,1000,1,3009.0,0,0,0,0.0025768091451741845,0.8591474585638157,0.17647058823529413,-0.40443731778543235,0.40443731778543235,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
3,ambiguous_open,open,ambiguous,1998,1000,1,,0,0,0,,0.7658310693741945,0.25,-0.358903871838697,0.358903871838697,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
7,factual_deep,antonym,error,1012,1000,1,2157.0,0,0,0,0.0004990996563357473,0.9220459325382007,0.25,-0.7957817528537943,0.7957817528537943,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
22,factual_deep,capital,error,1998,1000,1,4068.0,0,0,0,0.00041095536054655676,0.7591846345769306,0.17647058823529413,-0.4453750074755498,0.4453750074755498,google/bert_uncased_L-2_H-128_A-2,16,1,random,8,0
14,factual_simple,math,error,1012,1998,1,2093.0,0,0,0,0.00103039468046661,0.05361290151914953,0.5384615384615384,-0.040142790269788176,0.040142790269788176,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
11,factual_simple,science,error,2003,2003,0,13035.0,0,0,0,0.0001057292214886194,0.06454013831567253,0.8181818181818182,-0.12272564318046886,0.12272564318046886,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
10,factual_deep,role,error,1012,1012,0,4062.0,0,0,0,0.0009252270047977829,0.0843003378793489,0.42857142857142855,0.03486584982294172,0.03486584982294172,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
7,factual_deep,antonym,error,1012,1998,1,2157.0,0,0,0,0.0005307461882337508,0.05678223831129772,0.8181818181818182,-0.05305031523449122,0.05305031523449122,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
5,factual_simple,lexical,error,1012,2003,1,2053.0,0,0,0,0.0009940659768794685,0.05562485254339382,0.5384615384615384,0.01394282459251217,0.01394282459251217,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
0,ambiguous_open,open,ambiguous,1998,5731,1,,0,0,0,,0.42428301833560955,0.3333333333333333,-0.40718535620503893,0.40718535620503893,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
1,factual_deep,continent,error,2003,2859,1,4021.0,0,0,0,-0.0015493706895081298,0.7976196740500354,0.0,-0.3384930326833082,0.3384930326833082,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2001,4157,1,,0,0,0,,0.07443191579217145,0.42857142857142855,-0.0021057206561536645,0.0021057206561536645,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
9,ambiguous_open,open,ambiguous,1998,1998,0,,0,0,0,,0.1719507613559914,0.25,-0.0004081445975128162,0.0004081445975128162,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
21,ambiguous_open,polysemy,ambiguous,1012,2001,1,,0,0,0,,0.14960586512507787,0.5384615384615384,-0.0245030247389475,0.0245030247389475,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
18,ambiguous_open,role,ambiguous,1998,2016,1,,0,0,0,,0.23239079741281113,0.42857142857142855,-0.13105994909756946,0.13105994909756946,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,-0.0032873794761333714,0.5853371981893132,0.17647058823529413,-0.4964706222807935,0.4964706222807935,google/bert_uncased_L-2_H-128_A-2,17,1,state_pca,8,0
8,factual_simple,capital,error,2003,4977,1,8947.0,0,0,0,0.003992806603960437,0.12408950333465535,0.3333333333333333,0.042767092602054024,0.042767092602054024,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
23,factual_simple,common,error,1012,1012,0,2630.0,0,0,0,0.0029713316114077367,0.053961970750317154,0.6666666666666666,-0.06674446980713222,0.06674446980713222,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
12,ambiguous_open,open,ambiguous,1012,2833,1,,0,0,0,,0.14437128231998309,0.25,0.04803151068370415,0.04803151068370415,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2001,4157,1,,0,0,0,,0.0692943970514159,0.42857142857142855,0.031237664918882135,0.031237664918882135,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
0,ambiguous_open,open,ambiguous,1998,5731,1,,0,0,0,,0.36071203608401514,0.42857142857142855,-0.35405708998430185,0.35405708998430185,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
16,factual_deep,currency,error,1998,2833,1,9944.0,0,0,0,-3.452639347824054e-05,0.2063792547254757,0.1111111111111111,0.059351539901899564,0.059351539901899564,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,-0.0012675114280359286,0.32195037324379405,0.1111111111111111,-0.21858841117789574,0.21858841117789574,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
15,ambiguous_open,open,ambiguous,1000,1998,1,,0,0,0,,0.07817966302613304,0.6666666666666666,-0.004881771737514029,0.004881771737514029,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
11,factual_simple,science,error,2003,2003,0,13035.0,0,0,0,0.00010585344497172969,0.049447305798161395,0.8181818181818182,-0.10670895759514432,0.10670895759514432,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
9,ambiguous_open,open,ambiguous,1998,2833,1,,0,0,0,,0.13721006804696717,0.25,-0.008806495068016673,0.008806495068016673,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
7,factual_deep,antonym,error,1012,1998,1,2157.0,0,0,0,0.0005143472575723017,0.04530579324645565,0.5384615384615384,-0.0807303368593244,0.0807303368593244,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
3,ambiguous_open,open,ambiguous,1998,1998,0,,0,0,0,,0.07927869210588953,0.42857142857142855,-0.16062655297861994,0.16062655297861994,google/bert_uncased_L-2_H-128_A-2,17,1,delta_pca,8,0
12,ambiguous_open,open,ambiguous,1012,2056,1,,0,0,0,,0.9567992939874739,0.25,-0.7969483614433832,0.7969483614433832,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
23,factual_simple,common,error,1012,1000,1,2630.0,0,0,0,-0.0016410865858738468,0.48345230122382654,0.3333333333333333,0.03666381823554632,0.03666381823554632,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
1,factual_deep,continent,error,2003,1000,1,4021.0,0,0,0,1.9166971196925547e-05,0.6637395848388515,0.17647058823529413,-0.17959091245729697,0.17959091245729697,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
22,factual_deep,capital,error,1998,2762,1,4068.0,0,0,0,-0.0002989140386522593,0.5364586641285051,0.17647058823529413,-0.1734042386354706,0.1734042386354706,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
2,factual_simple,language,error,2003,1000,1,3009.0,0,0,0,0.001774768230064075,0.6194393160639061,0.1111111111111111,-0.2839745837797203,0.2839745837797203,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
5,factual_simple,lexical,error,1012,2056,1,2053.0,0,0,0,-0.00048522910294499606,0.5300473502039813,0.3333333333333333,-0.01608945344651902,0.01608945344651902,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
6,ambiguous_open,polysemy,ambiguous,2001,2056,1,,0,0,0,,0.7655771489015006,0.17647058823529413,-0.34243814536745454,0.34243814536745454,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
14,factual_simple,math,error,1012,1000,1,2093.0,0,0,0,-0.0014819087114518541,0.42741444426212394,0.6666666666666666,-0.2155761239817262,0.2155761239817262,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
18,ambiguous_open,role,ambiguous,1998,2056,1,,0,0,0,,0.673344440669537,0.42857142857142855,-0.29763370744281037,0.29763370744281037,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
8,factual_simple,capital,error,2003,4701,1,8947.0,0,0,0,-0.009952555842176997,0.7336707556616064,0.17647058823529413,-0.3602728449829855,0.3602728449829855,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
3,ambiguous_open,open,ambiguous,1998,1000,1,,0,0,0,,0.5581578850596869,0.3333333333333333,-0.030810069190936762,0.030810069190936762,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
16,factual_deep,currency,error,1998,1000,1,9944.0,0,0,0,-5.5485672425123397e-05,0.643693606294607,0.17647058823529413,-0.31845995050127884,0.31845995050127884,google/bert_uncased_L-2_H-128_A-2,17,1,random,8,0
14,factual_simple,math,error,1012,1996,1,2093.0,0,0,0,0.0001971961710649883,0.1092935459138313,0.25,0.0029556123619962626,0.0029556123619962626,google/bert_uncased_L-2_H-128_A-2,19,1,state_pca,8,0
